Episode   	AvgTrainReward 	AvgLoss        	Step      	Epsilon   	AvgEvalReward  
30354     	0.0888         	0.034603       	3280000   	0.1000    	127.30         
30393     	0.0984         	0.032272       	3290000   	0.1000    	203.20         
30435     	0.0763         	0.035612       	3300000   	0.1000    	214.40         
30472     	0.0778         	0.034788       	3310000   	0.1000    	209.10         
30512     	0.1110         	0.035094       	3320000   	0.1000    	192.30         
30556     	0.0604         	0.036003       	3330000   	0.1000    	218.10         
30591     	0.0799         	0.036409       	3340000   	0.1000    	185.10         
30627     	0.0927         	0.034416       	3350000   	0.1000    	201.70         
30666     	0.1172         	0.036306       	3360000   	0.1000    	177.10         
30706     	0.0743         	0.036175       	3370000   	0.1000    	153.50         
30741     	0.1083         	0.038069       	3380000   	0.1000    	193.70         
30777     	0.0835         	0.036569       	3390000   	0.1000    	172.90         
30816     	0.0837         	0.035350       	3400000   	0.1000    	184.20         
30851     	0.0933         	0.039106       	3410000   	0.1000    	221.60         
30888     	0.0910         	0.041675       	3420000   	0.1000    	214.50         
30925     	0.1060         	0.042391       	3430000   	0.1000    	192.10         
30961     	0.1013         	0.040419       	3440000   	0.1000    	229.00         
30999     	0.1113         	0.041956       	3450000   	0.1000    	206.20         
31033     	0.1152         	0.040984       	3460000   	0.1000    	165.80         
31071     	0.0865         	0.043319       	3470000   	0.1000    	249.10         
31108     	0.0679         	0.044228       	3480000   	0.1000    	145.60         
31143     	0.0815         	0.041316       	3490000   	0.1000    	212.90         
31181     	0.0885         	0.041506       	3500000   	0.1000    	222.20         
31222     	0.0619         	0.038312       	3510000   	0.1000    	188.90         
31259     	0.0921         	0.042459       	3520000   	0.1000    	205.70         
31299     	0.0720         	0.040769       	3530000   	0.1000    	211.50         
31333     	0.0712         	0.039681       	3540000   	0.1000    	241.60         
31375     	0.0637         	0.040206       	3550000   	0.1000    	173.10         
31414     	0.0969         	0.040903       	3560000   	0.1000    	194.20         
31455     	0.0801         	0.041619       	3570000   	0.1000    	167.00         
31498     	0.0780         	0.040309       	3580000   	0.1000    	189.90         
31541     	0.1022         	0.040056       	3590000   	0.1000    	223.80         
31584     	0.0883         	0.041122       	3600000   	0.1000    	182.70         
31621     	0.1262         	0.043950       	3610000   	0.1000    	189.80         
31650     	0.1310         	0.040650       	3620000   	0.1000    	151.50         
31694     	0.0781         	0.042550       	3630000   	0.1000    	271.40         
31729     	0.1266         	0.043488       	3640000   	0.1000    	257.80         
31766     	0.0738         	0.040584       	3650000   	0.1000    	185.80         
31806     	0.0999         	0.043066       	3660000   	0.1000    	188.50         
31847     	0.1089         	0.042403       	3670000   	0.1000    	197.10         
31889     	0.1093         	0.042181       	3680000   	0.1000    	91.20          
31926     	0.0679         	0.041769       	3690000   	0.1000    	237.70         
31959     	0.1187         	0.042956       	3700000   	0.1000    	131.50         
31992     	0.1049         	0.041688       	3710000   	0.1000    	134.60         
32024     	0.1136         	0.043356       	3720000   	0.1000    	203.10         
32066     	0.0745         	0.041159       	3730000   	0.1000    	208.00         
32106     	0.0852         	0.041728       	3740000   	0.1000    	211.00         
32136     	0.0723         	0.042800       	3750000   	0.1000    	214.20         
32171     	0.1196         	0.046194       	3760000   	0.1000    	135.50         
32206     	0.1178         	0.043906       	3770000   	0.1000    	233.80         
32241     	0.1269         	0.044844       	3780000   	0.1000    	203.70         
32275     	0.1208         	0.045053       	3790000   	0.1000    	211.20         
32311     	0.0664         	0.043731       	3800000   	0.1000    	273.10         
32348     	0.0678         	0.046494       	3810000   	0.1000    	181.90         
32383     	0.1173         	0.045691       	3820000   	0.1000    	254.50         
32414     	0.1125         	0.045462       	3830000   	0.1000    	244.00         
32450     	0.0805         	0.044425       	3840000   	0.1000    	188.00         
32483     	0.1082         	0.044372       	3850000   	0.1000    	217.70         
32521     	0.1215         	0.047847       	3860000   	0.1000    	217.20         
32559     	0.1172         	0.044800       	3870000   	0.1000    	222.80         
32607     	0.0944         	0.045169       	3880000   	0.1000    	179.90         
32641     	0.1214         	0.041094       	3890000   	0.1000    	172.00         
32683     	0.1055         	0.048962       	3900000   	0.1000    	166.40         
32716     	0.0946         	0.046372       	3910000   	0.1000    	240.60         
32751     	0.0823         	0.047616       	3920000   	0.1000    	213.50         
32793     	0.0877         	0.047369       	3930000   	0.1000    	191.50         
32836     	0.1066         	0.046578       	3940000   	0.1000    	189.70         
32872     	0.0893         	0.045575       	3950000   	0.1000    	173.00         
32907     	0.1034         	0.046512       	3960000   	0.1000    	207.00         
32946     	0.0924         	0.044391       	3970000   	0.1000    	200.60         
32982     	0.0974         	0.046741       	3980000   	0.1000    	152.20         
33019     	0.0927         	0.047056       	3990000   	0.1000    	203.70         
33062     	0.0935         	0.044397       	4000000   	0.1000    	218.70         
33099     	0.1061         	0.047603       	4010000   	0.1000    	218.50         
33136     	0.1192         	0.049272       	4020000   	0.1000    	202.90         
33177     	0.0955         	0.047300       	4030000   	0.1000    	194.50         
33212     	0.0915         	0.050031       	4040000   	0.1000    	96.10          
33247     	0.1093         	0.048091       	4050000   	0.1000    	236.00         
33295     	0.0974         	0.048784       	4060000   	0.1000    	112.90         
33329     	0.1039         	0.049584       	4070000   	0.1000    	163.70         
33371     	0.1002         	0.050441       	4080000   	0.1000    	220.20         
33403     	0.0854         	0.052131       	4090000   	0.1000    	213.30         
